COMNAM_crsp	CNAME_ibes	new_ibes2	new_crsp2	id
RAYTHEON CO	RAYTHEON CO	RAYTHEON	RAYTHEON	4622
RC2 CORP	RC2 CORP	RC2	RC2	4623
RCI HOSPITALITY HOLDINGS INC	RCI HOSPITALITY HOLDINGS INC	RCI HOSPITALITY HOLDINGS	RCI HOSPITALITY HOLDINGS	4624
RE MAX HOLDINGS INC	RE/MAX HOLDINGS INC	REMAX HOLDINGS	RE MAX HOLDINGS	4625
REACHLOCAL INC	REACHLOCAL INC	REACHLOCAL	REACHLOCAL	4626
READING INTERNATIONAL INC	READING INTERNATIONAL INC	READING INTERNATIONAL	READING INTERNATIONAL	4627
READY MIX INC	READY MIX INC	READY MIX	READY MIX	4628
REAL GOODS SOLAR INC	REAL GOODS SOLAR INC	REAL GOODS SOLAR	REAL GOODS SOLAR	4629
REAL INDUSTRY INC	REAL INDUSTRY INC	REAL INDUSTRIES	REAL INDUSTRIES	4630
REALD INC	REALD INC	REALD	REALD	4631
REALNETWORKS INC	REALNETWORKS INC	REALNETWORKS	REALNETWORKS	4632
REALOGY HOLDINGS CORP	REALOGY HOLDINGS CORP	REALOGY HOLDINGS	REALOGY HOLDINGS	4633
REALPAGE INC	REALPAGE INC	REALPAGE	REALPAGE	4634
REATA PHARMACEUTICALS INC	REATA PHARMACEUTICALS INC	REATA PHARMACEUTICALS	REATA PHARMACEUTICALS	4635
RECEPTOS INC	RECEPTOS INC	RECEPTOS	RECEPTOS	4636
RECOVERY ENERGY INC	RECOVERY ENERGY INC	RECOVERY ENERGY	RECOVERY ENERGY	4637
RECRO PHARMA INC	RECRO PHARMA INC	RECRO PHARMA	RECRO PHARMA	4638
RED HAT INC	RED HAT INC.	RED HAT	RED HAT	4639
RED LION HOTELS CORP	RED LION HOTELS CORP	RED LION HOTELS	RED LION HOTELS	4640
RED ROBIN GOURMET BURGERS INC	RED ROBIN GOURMET BURGERS	RED ROBIN GOURMET BURGERS	RED ROBIN GOURMET BURGERS	4641
RED ROCK RESORTS INC	RED ROCK RESORTS INC	RED ROCK RESORTS	RED ROCK RESORTS	4642
REDDY ICE HOLDINGS INC	REDDY ICE HOLDINGS INC	REDDY ICE HOLDINGS	REDDY ICE HOLDINGS	4643
REDFIN CORPORATION	REDFIN CORP	REDFIN	REDFIN	4644
REEDS INC	REED'S INC	REEDS	REEDS	4645
REGADO BIOSCIENCES INC	REGADO BIOSCIENCES INC	REGADO BIOSCIENCES	REGADO BIOSCIENCES	4646
REGAL BELOIT CORP	REGAL-BELOIT	REGALBELOIT	REGAL BELOIT	4647
REGAL ENTERTAINMENT GROUP	REGAL ENTERTAINMENT GROUP	REGAL ENTERTAINMENT GROUP	REGAL ENTERTAINMENT GROUP	4648
REGENERON PHARMACEUTICALS INC	REGENERON PHARMACEUTICALS	REGENERON PHARMACEUTICALS	REGENERON PHARMACEUTICALS	4649
REGENXBIO INC	REGENXBIO INC	REGENXBIO	REGENXBIO	4650
REGIONAL MANAGEMENT CORP	REGIONAL MANAGEMENT CORP	REGIONAL MANAGEMENT	REGIONAL MANAGEMENT	4651
REGIONS FINANCIAL CORP NEW	REGIONS FINANCIAL CORP	REGIONS FINANCIAL	REGIONS FINANCIAL CORP NEW	4652
REGIS CORP MINN	REGIS CORP	REGIS	REGIS CORP MINN	4653
REGULUS THERAPEUTICS INC	REGULUS THERAPEUTICS INC	REGULUS THERAPEUTICS	REGULUS THERAPEUTICS	4654
REHABCARE GROUP INC	REHABCARE GROUP INCORPORATED	REHABCARE GROUP	REHABCARE GROUP	4655
REINSURANCE GROUP OF AMERICA INC	REINSURANCE GROUP OF AMERICA INC	REINSURANCE GROUP OF AMERICA	REINSURANCE GROUP OF AMERICA	4656
REIS INC	REIS INC	REIS	REIS	4657
RELIANCE STEEL & ALUMINUM CO	RELIANCE STEEL & ALUMINUM	RELIANCE STEEL  ALUMINUM	RELIANCE STEEL  ALUMINUM	4658
RELIANT BANCORP INC	RELIANT BANCORP INC	RELIANT BANK	RELIANT BANK	4659
RELIV INTERNATIONAL INC	RELIV INTERNATIONAL INC	RELIV INTERNATIONAL	RELIV INTERNATIONAL	4660
RELM WIRELESS CORP	RELM WIRELESS CORPORATION	RELM WIRELESS	RELM WIRELESS	4661
RELYPSA INC	RELYPSA INC	RELYPSA	RELYPSA	4662
REMARK HOLDINGS INC	REMARK HOLDINGS INC	REMARK HOLDINGS	REMARK HOLDINGS	4663
REMARK MEDIA INC	REMARK MEDIA INC	REMARK MEDIA	REMARK MEDIA	4664
REMY INTERNATIONAL INC	REMY INTERNATIONAL INC	REMY INTERNATIONAL	REMY INTERNATIONAL	4665
REMY INTERNATIONAL INC NEW	REMY INTERNATIONAL INC	REMY INTERNATIONAL	REMY INTERNATIONAL INC NEW	4666
RENAISSANCE LEARNING INC	ADVANTAGE LEARNING SYSTEM INC.	ADVANTAGE LEARNING SYSTEMS	RENAISSANCE LEARNING	4667
RENASANT CORP	RENASANT CORP	RENASANT	RENASANT	4668
RENEWABLE ENERGY GROUP INC	RENEWABLE ENERGY GROUP INC	RENEWABLE ENERGY GROUP	RENEWABLE ENERGY GROUP	4669
RENHUANG PHARMACEUTICALS INC	RENHUANG PHARMACEUTICAL INC	RENHUANG PHARMACEUTICAL	RENHUANG PHARMACEUTICALS	4670
RENNOVA HEALTH INC	RENNOVA HEALTH INC	RENNOVA HEALTH	RENNOVA HEALTH	4671
RENT A CENTER INC NEW	RENT-A-CENTER INC	RENTACENTER	RENT A CENTER INC NEW	4672
RENTECH INC	RENTECH INCORPORATED	RENTECH	RENTECH	4673
RENTRAK CORP	RENTRAK CORP	RENTRAK	RENTRAK	4674
REPLIGEN CORP	REPLIGEN CORPORATION	REPLIGEN	REPLIGEN	4675
REPLIMUNE GROUP INC	REPLIMUNE GROUP INC	REPLIMUNE GROUP	REPLIMUNE GROUP	4676
REPROS THERAPEUTICS INC	REPROS THERAPEUTICS INC	REPROS THERAPEUTICS	REPROS THERAPEUTICS	4677
REPUBLIC AIRWAYS HOLDINGS INC	REPUBLIC AIRWAYS HOLDINGS INC	REPUBLIC AIRWAYS HOLDINGS	REPUBLIC AIRWAYS HOLDINGS	4678
REPUBLIC FIRST BANCORP INC	REPUBLIC FIRST BANCORP INC	REPUBLIC FIRST BANK	REPUBLIC FIRST BANK	4679
REPUBLIC SERVICES INC	REPUBLIC SERVICES INC-CL A	REPUBLIC SERVICES INCCL A	REPUBLIC SERVICES	4680
RES CARE INC	RES-CARE INC	RESCARE	RES CARE	4681
RESEARCH FRONTIERS INC	RESEARCH FRONTIER INC.	RESEARCH FRONTIER	RESEARCH FRONTIERS	4682
RESHAPE LIFESCIENCES INC	RESHAPE LIFESCIENCES INC	RESHAPE LIFESCIENCES	RESHAPE LIFESCIENCES	4683
RESIDEO TECHNOLOGIES INC	RESIDEO TECHNOLOGIES INC	RESIDEO TECHNOLOGY	RESIDEO TECHNOLOGY	4684
RESMED INC	RESMED INC	RESMED	RESMED	4685
RESOLUTE ENERGY CORP	RESOLUTE ENERGY CORP	RESOLUTE ENERGY	RESOLUTE ENERGY	4686
RESOLUTE FOREST PRODUCTS INC	RESOLUTE FOREST PRODUCTS INC	RESOLUTE FOREST PRODUCTS	RESOLUTE FOREST PRODUCTS	4687
RESONANT INC	RESONANT INC	RESONANT	RESONANT	4688
RESOURCE AMERICA INC	RESOURCE AMERICA INC	RESOURCES AMERICA	RESOURCES AMERICA	4689
RESOURCES CONNECTION INC	RESOURCES CONNECTION INC	RESOURCES CONNECTION	RESOURCES CONNECTION	4690
RESPONSE GENETICS INC	RESPONSE GENETICS INC	RESPONSE GENETICS	RESPONSE GENETICS	4691
RESPONSYS INC	RESPONSYS INC	RESPONSYS	RESPONSYS	4692
RESTORATION HARDWARE HLDGS INC	RESTORATION HARDWARE HOLDINGS	RESTORATION HARDWARE HOLDINGS	RESTORATION HARDWARE HLDGS	4693
RESTORATION ROBOTICS INC	RESTORATION ROBOTICS INC	RESTORATION ROBOTICS	RESTORATION ROBOTICS	4694
RESTORBIO INC	"RESTORBIO, INC."	RESTORBIO	RESTORBIO	4695
RETAIL VENTURES INC	RETAIL VENTURES INC	RETAIL VENTURES	RETAIL VENTURES	4696
RETAILMENOT INC	RETAILMENOT INC	RETAILMENOT	RETAILMENOT	4697
RETRACTABLE TECHNOLOGIES INC	"RETRACTABLE TECHNOLOGIES, INC."	RETRACTABLE TECHNOLOGY	RETRACTABLE TECHNOLOGY	4698
RETROPHIN INC	RETROPHIN INC	RETROPHIN	RETROPHIN	4699
REVANCE THERAPEUTICS INC	REVANCE THERAPEUTICS INC	REVANCE THERAPEUTICS	REVANCE THERAPEUTICS	4700
REVETT MINING CO INC	REVETT MINING CO INC	REVETT MINING CO	REVETT MINING CO	4701
REVLON INC	REVLON	REVLON	REVLON	4702
REVOLUTION LIGHTING TECH INC	REVOLUTION LIGHTING TECHNOLOGIES	REVOLUTION LIGHTING TECHNOLOGY	REVOLUTION LIGHTING TECHNOLOGY	4703
REWARDS NETWORK INC	REWARDS NETWORK INC	REWARDS NETWORK	REWARDS NETWORK	4704
REX AMERICAN RESOURCES CORP	REX STORES CORPORATION	REX STORES	REX AMERICAN RESOURCES	4705
REX ENERGY CORP	REX ENERGY CORP	REX ENERGY	REX ENERGY	4706
REX STORES CORP	REX STORES CORPORATION	REX STORES	REX STORES	4707
REXAHN PHARMACEUTICALS INC	REXAHN PHARMACEUTICALS INC	REXAHN PHARMACEUTICALS	REXAHN PHARMACEUTICALS	4708
REXNORD CORP NEW	REXNORD CORP	REXNORD	REXNORD CORP NEW	4709
REYNOLDS AMERICAN INC	REYNOLDS AMERICAN INC	REYNOLDS AMERICAN	REYNOLDS AMERICAN	4710
RHYTHM PHARMACEUTICALS INC	RHYTHM PHARMACEUTICALS INC	RHYTHM PHARMACEUTICALS	RHYTHM PHARMACEUTICALS	4711
RIBBON COMMUNICATIONS INC	RIBBON COMMUNICATIONS INC	RIBBON COMMUNICATIONS	RIBBON COMMUNICATIONS	4712
RICE ENERGY INC	RICE ENERGY INC	RICE ENERGY	RICE ENERGY	4713
RICEBRAN TECHNOLOGIES	RICEBRAN TECHNOLOGIES	RICEBRAN TECHNOLOGY	RICEBRAN TECHNOLOGY	4714
RICHARDSON ELECTRONICS LTD	RICHARDSON ELECT	RICHARDSON ELECT	RICHARDSON ELECTRONICS	4715
RICKS CABARET INTERNATIONAL INC	"RICK'S CABARET INTERNATIONAL, IN"	RICKS CABARET INTERNATIONAL IN	RICKS CABARET INTERNATIONAL	4716
RIGEL PHARMACEUTICALS INC	RIGEL PHARMACEUTICALS	RIGEL PHARMACEUTICALS	RIGEL PHARMACEUTICALS	4717
RIGHTNOW TECHNOLOGIES INC	RIGHTNOW TECHNOLOGIES INC	RIGHTNOW TECHNOLOGY	RIGHTNOW TECHNOLOGY	4718
RIGHTSIDE GROUP LTD	RIGHTSIDE GROUP LTD	RIGHTSIDE GROUP	RIGHTSIDE GROUP	4719
RIGNET INC	RIGNET INC	RIGNET	RIGNET	4720
RIMAGE CORP	RIMAGE CORP	RIMAGE	RIMAGE	4721
RIMINI STREET INC	RIMINI STREET INC	RIMINI STREET	RIMINI STREET	4722
RING ENERGY INC	RING ENERGY INC	RING ENERGY	RING ENERGY	4723
RINGCENTRAL INC	RINGCENTRAL INC	RINGCENTRAL	RINGCENTRAL	4724
RINO INTERNATIONAL CORP	RINO INTERNATIONAL CORP	RINO INTERNATIONAL	RINO INTERNATIONAL	4725
RIOT BLOCKCHAIN INC	RIOT BLOCKCHAIN INC	RIOT BLOCKCHAIN	RIOT BLOCKCHAIN	4726
RISKMETRICS GROUP INC	RISKMETRICS GROUP INC	RISKMETRICS GROUP	RISKMETRICS GROUP	4727
RITE AID CORP	RITE AID CORPORATION	RITE AID	RITE AID	4728
RITTER PHARMACEUTICALS INC	RITTER PHARMACEUTICALS INC	RITTER PHARMACEUTICALS	RITTER PHARMACEUTICALS	4729
RITTER PHARMECEUTICALS INC	RITTER PHARMACEUTICALS INC	RITTER PHARMACEUTICALS	RITTER PHARMECEUTICALS	4730
RIVER VALLEY BANCORP	RIVER VALLEY BANCORP	RIVER VALLEY BANK	RIVER VALLEY BANK	4731
RIVERBED TECHNOLOGY INC	RIVERBED TECHNOLOGY INC	RIVERBED TECHNOLOGY	RIVERBED TECHNOLOGY	4732
RIVERVIEW BANCORP INC	RIVERVIEW BANCORP INC	RIVERVIEW BANK	RIVERVIEW BANK	4733
ROADRUNNER TRANS SYSTEMS INC	ROADRUNNER TRANSPORTATION SYSTEM	ROADRUNNER TRANSPORTATION SYSTEMS	ROADRUNNER TRANS SYSTEMS	4734
ROAN RESOURCES INC	ROAN RESOURCES INC	ROAN RESOURCES	ROAN RESOURCES	4735
ROBBINS & MYERS INC	ROBBINS & MYERS	ROBBINS  MYERS	ROBBINS  MYERS	4736
ROBERT HALF INTERNATIONAL INC	ROBERT HALF INTERNATIONAL IN	ROBERT HALF INTERNATIONAL IN	ROBERT HALF INTERNATIONAL	4737
ROCHESTER MEDICAL CORP	ROCHESTER MEDICAL CORPORATION	ROCHESTER MEDICAL	ROCHESTER MEDICAL	4738
ROCK CREEK PHARMACEUTICALS INC	ROCK CREEK PHARMACEUTICALS INC	ROCK CREEK PHARMACEUTICALS	ROCK CREEK PHARMACEUTICALS	4739
ROCK OF AGES CORP	ROCK OF AGES CORPORATION	ROCK OF AGES	ROCK OF AGES	4740
ROCK TENN CO	ROCK-TENN COMPANY	ROCKTENN	ROCK TENN	4741
ROCKET FUEL INC	ROCKET FUEL INC	ROCKET FUEL	ROCKET FUEL	4742
ROCKET PHARMACEUTICALS INC	ROCKET PHARMACEUTICALS INC	ROCKET PHARMACEUTICALS	ROCKET PHARMACEUTICALS	4743
ROCKVILLE FINANCIAL INC	ROCKVILLE FINANCIAL INC	ROCKVILLE FINANCIAL	ROCKVILLE FINANCIAL	4744
ROCKVILLE FINANCIAL INC NEW	ROCKVILLE FINANCIAL INC	ROCKVILLE FINANCIAL	ROCKVILLE FINANCIAL INC NEW	4745
ROCKWELL AUTOMATION INC	ROCKWELL AUTOMATION	ROCKWELL AUTOMATION	ROCKWELL AUTOMATION	4746
ROCKWELL COLLINS INC	ROCKWELL COLLINS	ROCKWELL COLLINS	ROCKWELL COLLINS	4747
ROCKWELL MEDICAL INC	ROCKWELL MEDICAL TECHNOLOGIES	ROCKWELL MEDICAL TECHNOLOGY	ROCKWELL MEDICAL	4748
ROCKWELL MEDICAL TECH INC	ROCKWELL MEDICAL TECHNOLOGIES	ROCKWELL MEDICAL TECHNOLOGY	ROCKWELL MEDICAL TECHNOLOGY	4749
ROCKWOOD HOLDINGS INC	ROCKWOOD HOLDINGS INC	ROCKWOOD HOLDINGS	ROCKWOOD HOLDINGS	4750
ROCKY BRANDS INC	ROCKY BRANDS INC	ROCKY BRANDS	ROCKY BRANDS	4751
ROCKY MOUNTAIN CHOC FAC INC NEW	ROCKY MOUNTAIN CHOCOLT FCTRY INC	ROCKY MOUNTAIN CHOCOLT FCTRY	ROCKY MOUNTAIN CHOC FAC INC NEW	4752
ROCKY MOUNTAIN CHOCOLATE FAC INC	ROCKY MOUNTAIN CHOCOLATE FACTORY	ROCKY MOUNTAIN CHOCOLATE FACTORY	ROCKY MOUNTAIN CHOCOLATE FAC	4753
RODMAN & RENSHAW CAP GRP INC NEW	RODMAN & RENSHAW CAPITAL GROUP I	RODMAN  RENSHAW CAPITAL GROUP I	RODMAN  RENSHAW CAP GROUP INC NEW	4754
ROFIN SINAR TECHNOLOGIES INC	ROFIN-SINAR TECHNOLOGY INC	ROFINSINAR TECHNOLOGY	ROFIN SINAR TECHNOLOGY	4755
ROGERS CORP	ROGERS CORPORATION	ROGERS	ROGERS	4756
ROKA BIOSCIENCE INC	ROKA BIOSCIENCE INC	ROKA BIOSCIENCE	ROKA BIOSCIENCE	4757
ROKU INC	ROKU INC	ROKU	ROKU	4758
ROLLINS INC	ROLLINS INC	ROLLINS	ROLLINS	4759
ROMA FINANCIAL CORP	ROMA FINANCIAL CORP	ROMA FINANCIAL	ROMA FINANCIAL	4760
ROME BANCORP INC	ROME BANCORP INCORPORATED	ROME BANK	ROME BANK	4761
ROOT9B HOLDINGS INC	ROOT9B HOLDINGS INC	ROOT9B HOLDINGS	ROOT9B HOLDINGS	4762
ROPER INDUSTRIES INC NEW	ROPER INDUSTRIES INC	ROPER INDUSTRIES	ROPER INDUSTRIES INC NEW	4763
ROPER TECHNOLOGIES INC	ROPER TECHNOLOGIES INC	ROPER TECHNOLOGY	ROPER TECHNOLOGY	4764
ROSEHILL RESOURCES INC	ROSEHILL RESOURCES INC	ROSEHILL RESOURCES	ROSEHILL RESOURCES	4765
ROSETTA RESOURCES INC	ROSETTA RESOURCES INC	ROSETTA RESOURCES	ROSETTA RESOURCES	4766
ROSETTA STONE INC	ROSETTA STONE INC	ROSETTA STONE	ROSETTA STONE	4767
ROSS STORES INC	ROSS STORES INC	ROSS STORES	ROSS STORES	4768
ROUNDYS INC	ROUNDYS INC	ROUNDYS	ROUNDYS	4769
ROVI CORP	ROVI CORP	ROVI	ROVI	4770
ROWAN COMPANIES INC	ROWAN COS	ROWAN COS	ROWAN CO	4771
ROYAL GOLD INC	ROYAL GOLD INCORPORATED	ROYAL GOLD	ROYAL GOLD	4772
ROYALE ENERGY INC	ROYALE ENERGY INC	ROYALE ENERGY	ROYALE ENERGY	4773
RUBICON PROJECT INC	RUBICON PROJECT INC	RUBICON PROJECT	RUBICON PROJECT	4774
RUBICON TECHNOLOGY INC	RUBICON TECHNOLOGY INC	RUBICON TECHNOLOGY	RUBICON TECHNOLOGY	4775
RUBIOS RESTAURANTS INC	"RUBIOS RESTAURANTS, INC"	RUBIOS RESTAURANTS	RUBIOS RESTAURANTS	4776
RUBIUS THERAPEUTICS INC	RUBIUS THERAPEUTICS INC	RUBIUS THERAPEUTICS	RUBIUS THERAPEUTICS	4777
RUBY TUESDAY INC	RUBY TUESDAY INCORPORATED	RUBY TUESDAY	RUBY TUESDAY	4778
RUCKUS WIRELESS INC	RUCKUS WIRELESS INC	RUCKUS WIRELESS	RUCKUS WIRELESS	4779
RUDDICK CORP	RUDDICK CORPORATION	RUDDICK	RUDDICK	4780
RUDOLPH TECHNOLOGIES INC	RUDOLPH TECHNOLOGIES INC	RUDOLPH TECHNOLOGY	RUDOLPH TECHNOLOGY	4781
RUE21 INC	RUE21 INC	RUE21	RUE21	4782
RUMBLEON INC	RUMBLEON INC	RUMBLEON	RUMBLEON	4783
RURAL METRO CORP	RURAL METRO CORP.	RURAL METRO	RURAL METRO	4784
RURBAN FINANCIAL CORP	RURBAN FINANCIAL CORP	RURBAN FINANCIAL	RURBAN FINANCIAL	4785
RUTHIGEN INC	RUTHIGEN INC	RUTHIGEN	RUTHIGEN	4786
RUTHS HOSPITALITY GROUP INC	RUTH'S HOSPITALITY GROUP INC	RUTHS HOSPITALITY GROUP	RUTHS HOSPITALITY GROUP	4787
RYDER SYSTEMS INC	RYDER SYS INC	RYDER SYS	RYDER SYSTEMS	4788
RYERSON HOLDING CORP	RYERSON HOLDING CORP	RYERSON HOLDINGS	RYERSON HOLDINGS	4789
RYLAND GROUP INC	RYLAND GROUP INC	RYLAND GROUP	RYLAND GROUP	4790
S & P GLOBAL INC	S&P GLOBAL INC	SP GLOBAL	S  P GLOBAL	4791
S & T BANCORP INC	S & T BANCORP INC	S  T BANK	S  T BANK	4792
S & W SEED CO	S&W SEED CO	SW SEED	S  W SEED	4793
S 1 CORP	S1 CORP	S1	S 1	4794
S A I C INC	SAIC INC	SAIC	S A I C	4795
S B A COMMUNICATIONS CORP	SBA COMMUNICATIONS CORP	SBA COMMUNICATIONS	S B A COMMUNICATIONS	4796
S B FINANCIAL GROUP INC	SB FINANCIAL GROUP INC	SB FINANCIAL GROUP	S B FINANCIAL GROUP	4797
S B ONE BANCORP	SB ONE BANCORP	SB ONE BANK	S B ONE BANK	4798
S C B T FINANCIAL CORP	SCBT FINANCIAL CORPORATION	SCBT FINANCIAL	S C B T FINANCIAL	4799
S C M MICROSYSTEMS INC	SCM MICROSYSTEMS INC	SCM MICROSYSTEMS	S C M MICROSYSTEMS	4800
S E D INTERNATIONAL HOLDINGS INC	SED INTERNATIONAL HOLDINGS INC	SED INTERNATIONAL HOLDINGS	S E D INTERNATIONAL HOLDINGS	4801
S E I INVESTMENTS COMPANY	SEI CORP	SEI	S E I INVESTMENTS	4802
S F N GROUP INC	SFN GROUP INC	SFN GROUP	S F N GROUP	4803
S F X ENTERTAINMENT INC	SFX ENTERTAINMENT INC	SFX ENTERTAINMENT	S F X ENTERTAINMENT	4804
S G BLOCKS INC	SG BLOCKS INC	SG BLOCKS	S G BLOCKS	4805
S H F L ENTERTAINMENT INC	SHFL ENTERTAINMENT INC	SHFL ENTERTAINMENT	S H F L ENTERTAINMENT	4806
S I FINANCIAL GROUP INC	SI FINANCIAL GROUP INC	SI FINANCIAL GROUP	S I FINANCIAL GROUP	4807
S I FINANCIAL GROUP INC MD	SI FINANCIAL GROUP INC	SI FINANCIAL GROUP	S I FINANCIAL GROUP INC MD	4808
S I G A TECHNOLOGIES INC	SIGA TECHNOLOGIES INC	SIGA TECHNOLOGY	S I G A TECHNOLOGY	4809
S I T O MOBILE LTD	SITO MOBILE LTD	SITO MOBILE	S I T O MOBILE	4810
S J W CORP	SJW CORP	SJW	S J W	4811
S J W GROUP	SJW CORP	SJW	S J W GROUP	4812
S L INDUSTRIES INC	SL INDUSTRIES INC.	SL INDUSTRIES	S L INDUSTRIES	4813
S L M CORP	NAVIENT CORP	NAVIENT	S L M	4814
S M ENERGY CO	SM ENERGY CO	SM ENERGY	S M ENERGY	4815
S M F ENERGY CORP	SMF ENERGY CORP	SMF ENERGY	S M F ENERGY	4816
S M T C CORP	SMTC CORPORATION	SMTC	S M T C	4817
S M T P INC	SMTP INC	SMTP	S M T P	4818
S O R L AUTO PARTS INC	SORL AUTO PARTS INC	SORL AUTO PARTS	S O R L AUTO PARTS	4819
S P A R GROUP INC	SPAR GROUP INC	SPAR GROUP	S P A R GROUP	4820
S P PLUS CORP	SP PLUS CORP	SP PLUS	S P PLUS	4821
S P S COMMERCE INC	SPS COMMERCE INC	SPS COMMERCE	S P S COMMERCE	4822
S P X CORP	SPX CP	SPX	S P X	4823
S P X FLOW INC	SPX FLOW INC	SPX FLOW	S P X FLOW	4824
S R A INTERNATIONAL INC	SRA INTERNATIONAL INC.	SRA INTERNATIONAL	S R A INTERNATIONAL	4825
S R C ENERGY INC	SRC ENERGY INC	SRC ENERGY	S R C ENERGY	4826
S R I SURGICAL EXPRESS INC	SRI SURGICAL EXPRESS INC	SRI SURGICAL EXPRESS	S R I SURGICAL EXPRESS	4827
S R S LABS INC	SRS LABS INC	SRS LABS	S R S LABS	4828
S S & C TECHNOLOGIES HLDGS INC	SS&C TECHNOLOGIES HOLDINGS INC	SSC TECHNOLOGY HOLDINGS	S S  C TECHNOLOGY HLDGS	4829
S T E C INC	STEC INC	STEC	S T E C	4830
S T R HOLDINGS INC	STR HOLDINGS INC	STR HOLDINGS	S T R HOLDINGS	4831
S V B FINANCIAL GROUP	SVB FINANCIAL GROUP	SVB FINANCIAL GROUP	S V B FINANCIAL GROUP	4832
S V M K INC	SVMK INC	SVMK	S V M K	4833
S W S GROUP INC	SWS GROUP INC	SWS GROUP	S W S GROUP	4834
S Y BANCORP INC	S.Y. BANCORP INC	SY BANK	S Y BANK	4835
SABA SOFTWARE INC	SABA SOFTWARE INC	SABA SOFTWARE	SABA SOFTWARE	4836
SABRE CORP	SABRE CORP	SABRE	SABRE	4837
SAEXPLORATION HOLDINGS INC	SAEXPLORATION HOLDINGS INC	SAEXPLORATION HOLDINGS	SAEXPLORATION HOLDINGS	4838
SAFEGUARD SCIENTIFICS INC	SAFEGUARD SCIENTIFICS INC	SAFEGUARD SCIENTIFICS	SAFEGUARD SCIENTIFICS	4839
SAFETY INSURANCE GROUP INC	SAFETY INSURANCE GROUP INCORPORA	SAFETY INSURANCE GROUP INCORPORA	SAFETY INSURANCE GROUP	4840
SAFEWAY INC	SAFEWAY INC	SAFEWAY	SAFEWAY	4841
SAGA COMMUNICATIONS INC	SAGA COMMUNICATIONS	SAGA COMMUNICATIONS	SAGA COMMUNICATIONS	4842
SAGE THERAPEUTICS INC	SAGE THERAPEUTICS INC	SAGE THERAPEUTICS	SAGE THERAPEUTICS	4843
SAGENT PHARMACEUTICALS INC	SAGENT PHARMACEUTICALS INC	SAGENT PHARMACEUTICALS	SAGENT PHARMACEUTICALS	4844
SAIA INC	SAIA INC	SAIA	SAIA	4845
SAILPOINT TECHNOLOGIES HLDGS INC	SAILPOINT TECHNOLOGIES HOLDINGS	SAILPOINT TECHNOLOGY HOLDINGS	SAILPOINT TECHNOLOGY HLDGS	4846
SAJAN INC	SAJAN INC	SAJAN	SAJAN	4847
SAKS INC	SAKS INCORPORATED	SAKS	SAKS	4848
SALARY COM INC	SALARY.COM INC	SALARYCOM	SALARY COM	4849
SALEM COMMUNICATIONS CORP	SALEM COMMUNICATIONS	SALEM COMMUNICATIONS	SALEM COMMUNICATIONS	4850
SALEM MEDIA GROUP INC	SALEM MEDIA GROUP INC	SALEM MEDIA GROUP	SALEM MEDIA GROUP	4851
SALESFORCE COM INC	SALESFORCE.COM INC	SALESFORCECOM	SALESFORCE COM	4852
SALISBURY BANCORP INC	SALISBURY BANCORP INC	SALISBURY BANK	SALISBURY BANK	4853
SALIX PHARMACEUTICALS LTD	SALIX PHARMACEUTICALS LTD	SALIX PHARMACEUTICALS	SALIX PHARMACEUTICALS	4854
SALLY BEAUTY HOLDINGS INC	SALLY BEAUTY HOLDINGS INC	SALLY BEAUTY HOLDINGS	SALLY BEAUTY HOLDINGS	4855
SANCHEZ ENERGY CORP	SANCHEZ ENERGY CORP	SANCHEZ ENERGY	SANCHEZ ENERGY	4856
SANDERS MORRIS HARRIS GROUP INC	SANDERS MORRIS HARRIS GROUP INC	SANDERS MORRIS HARRIS GROUP	SANDERS MORRIS HARRIS GROUP	4857
SANDERSON FARMS INC	SANDERSON FARMS INC.	SANDERSON FARMS	SANDERSON FARMS	4858
SANDISK CORP	SANDISK CORP	SANDISK	SANDISK	4859
SANDRIDGE ENERGY INC	SANDRIDGE ENERGY INC	SANDRIDGE ENERGY	SANDRIDGE ENERGY	4860
SANDY SPRING BANCORP INC	SANDY SPRING BANCORP INCORPORAT	SANDY SPRING BANK INCORPORAT	SANDY SPRING BANK	4861
SANFILIPPO JOHN B & SON	JOHN B. SANFILIPPO & SON INC	JOHN B SANFILIPPO  SON	SANFILIPPO JOHN B  SON	4862
SANGAMO BIOSCIENCES INC	SANGAMO BIOSCIENCES INC	SANGAMO BIOSCIENCES	SANGAMO BIOSCIENCES	4863
SANGAMO THERAPEUTICS INC	SANGAMO THERAPEUTICS INC	SANGAMO THERAPEUTICS	SANGAMO THERAPEUTICS	4864
SANMINA CORP	SANMINA CORP	SANMINA	SANMINA	4865
SANMINA SCI CORP	SANMINA-SCI CORPORATION	SANMINASCI	SANMINA SCI	4866
SANTANDER CONSUMER USA HLDGS INC	SANTANDER CONSUMER USA HOLDINGS	SANTANDER CONSUMER USA HOLDINGS	SANTANDER CONSUMER USA HLDGS	4867
SANTARUS INC	SANTARUS INC	SANTARUS	SANTARUS	4868
SAPIENT CORP	SAPIENT CORP	SAPIENT	SAPIENT	4869
SARA LEE CORP	SARA LEE CP	SARA LEE	SARA LEE	4870
SARATOGA RESOURCES INC	SARATOGA RESOURCES INC	SARATOGA RESOURCES	SARATOGA RESOURCES	4871
SAREPTA THERAPEUTICS INC	SAREPTA THERAPEUTICS INC	SAREPTA THERAPEUTICS	SAREPTA THERAPEUTICS	4872
